"","method","k_mean","k_freq","ptime","k_orig","e_mean","e_freq","n","sample","sepVal","run","sampling_iteration","simulation_iteration"
"1","BIC_kluster",7,9,41.636,9,-2,0,810000,100,0.1,"eZPNy",100,1
"2","pam_kluster",8,9,5.35100000000007,9,-1,0,810000,100,0.1,"eZPNy",100,1
"3","cal_kluster",12,15,96.7269999999999,9,3,6,810000,100,0.1,"eZPNy",100,1
"4","ap_kluster",9,9,2.59300000000007,9,0,0,810000,100,0.1,"eZPNy",100,1
"5","BIC_kluster",9,9,108.164999999999,9,0,0,810000,200,0.1,"eZPNy",100,1
"6","pam_kluster",9,9,23.9110000000004,9,0,0,810000,200,0.1,"eZPNy",100,1
"7","cal_kluster",9,9,149.787,9,0,0,810000,200,0.1,"eZPNy",100,1
"8","ap_kluster",9,9,7.50699999999992,9,0,0,810000,200,0.1,"eZPNy",100,1
"9","BIC_kluster",9,9,178.659999999999,9,0,0,810000,300,0.1,"eZPNy",100,1
"10","pam_kluster",9,9,63.155000000001,9,0,0,810000,300,0.1,"eZPNy",100,1
"11","cal_kluster",9,9,209.508,9,0,0,810000,300,0.1,"eZPNy",100,1
"12","ap_kluster",9,9,18.0239999999995,9,0,0,810000,300,0.1,"eZPNy",100,1
"13","BIC_kluster",9,9,252.541,9,0,0,810000,400,0.1,"eZPNy",100,1
"14","pam_kluster",9,9,122.587,9,0,0,810000,400,0.1,"eZPNy",100,1
"15","cal_kluster",9,9,271.18,9,0,0,810000,400,0.1,"eZPNy",100,1
"16","ap_kluster",10,10,31.5970000000001,9,1,1,810000,400,0.1,"eZPNy",100,1
"17","BIC_kluster",9,9,322.967,9,0,0,810000,500,0.1,"eZPNy",100,1
"18","pam_kluster",9,9,212.724000000001,9,0,0,810000,500,0.1,"eZPNy",100,1
"19","cal_kluster",9,9,333.933,9,0,0,810000,500,0.1,"eZPNy",100,1
"20","ap_kluster",11,11,67.6100000000001,9,2,2,810000,500,0.1,"eZPNy",100,1
"21","BIC_kluster",9,9,690.725,9,0,0,810000,1000,0.1,"eZPNy",100,1
"22","pam_kluster",9,9,1084.07900000001,9,0,0,810000,1000,0.1,"eZPNy",100,1
"23","cal_kluster",9,9,690.983999999994,9,0,0,810000,1000,0.1,"eZPNy",100,1
"24","ap_kluster",18,18,277.303,9,9,9,810000,1000,0.1,"eZPNy",100,1
"25","BIC_kluster",9,9,32.0689999999995,9,0,0,810000,100,0.2,"byA10",100,1
"26","pam_kluster",9,9,5.09600000000137,9,0,0,810000,100,0.2,"byA10",100,1
"27","cal_kluster",11,9,89.926999999996,9,2,0,810000,100,0.2,"byA10",100,1
"28","ap_kluster",9,9,1.87399999999798,9,0,0,810000,100,0.2,"byA10",100,1
"29","BIC_kluster",9,9,83.9399999999996,9,0,0,810000,200,0.2,"byA10",100,1
"30","pam_kluster",9,9,23.4639999999999,9,0,0,810000,200,0.2,"byA10",100,1
"31","cal_kluster",9,9,137.701999999999,9,0,0,810000,200,0.2,"byA10",100,1
"32","ap_kluster",9,9,8.1509999999962,9,0,0,810000,200,0.2,"byA10",100,1
"33","BIC_kluster",9,9,141.090999999996,9,0,0,810000,300,0.2,"byA10",100,1
"34","pam_kluster",9,9,58.4769999999999,9,0,0,810000,300,0.2,"byA10",100,1
"35","cal_kluster",9,9,187.716000000001,9,0,0,810000,300,0.2,"byA10",100,1
"36","ap_kluster",9,9,16.448999999996,9,0,0,810000,300,0.2,"byA10",100,1
"37","BIC_kluster",9,9,199.472000000003,9,0,0,810000,400,0.2,"byA10",100,1
"38","pam_kluster",9,9,114.638999999999,9,0,0,810000,400,0.2,"byA10",100,1
"39","cal_kluster",9,9,237.822999999999,9,0,0,810000,400,0.2,"byA10",100,1
"40","ap_kluster",9,9,28.278999999995,9,0,0,810000,400,0.2,"byA10",100,1
"41","BIC_kluster",9,9,264.484999999993,9,0,0,810000,500,0.2,"byA10",100,1
"42","pam_kluster",9,9,196.999000000005,9,0,0,810000,500,0.2,"byA10",100,1
"43","cal_kluster",9,9,297.824,9,0,0,810000,500,0.2,"byA10",100,1
"44","ap_kluster",10,9,48.972999999999,9,1,0,810000,500,0.2,"byA10",100,1
"45","BIC_kluster",9,9,516.109999999997,9,0,0,810000,1000,0.2,"byA10",100,1
"46","pam_kluster",9,9,994.591999999998,9,0,0,810000,1000,0.2,"byA10",100,1
"47","cal_kluster",9,9,573.249,9,0,0,810000,1000,0.2,"byA10",100,1
"48","ap_kluster",14,14,270.845,9,5,5,810000,1000,0.2,"byA10",100,1
"49","BIC_kluster",9,9,25.1700000000037,9,0,0,810000,100,0.3,"IdLL9",100,1
"50","pam_kluster",9,9,5.1559999999954,9,0,0,810000,100,0.3,"IdLL9",100,1
"51","cal_kluster",12,9,86.8729999999996,9,3,0,810000,100,0.3,"IdLL9",100,1
"52","ap_kluster",9,9,1.89100000000144,9,0,0,810000,100,0.3,"IdLL9",100,1
"53","BIC_kluster",9,9,61.2329999999893,9,0,0,810000,200,0.3,"IdLL9",100,1
"54","pam_kluster",9,9,23.2150000000074,9,0,0,810000,200,0.3,"IdLL9",100,1
"55","cal_kluster",10,9,138.859999999991,9,1,0,810000,200,0.3,"IdLL9",100,1
"56","ap_kluster",9,9,8.46600000000399,9,0,0,810000,200,0.3,"IdLL9",100,1
"57","BIC_kluster",9,9,115.988000000003,9,0,0,810000,300,0.3,"IdLL9",100,1
"58","pam_kluster",9,9,58.8130000000037,9,0,0,810000,300,0.3,"IdLL9",100,1
"59","cal_kluster",10,9,183.891000000003,9,1,0,810000,300,0.3,"IdLL9",100,1
"60","ap_kluster",9,9,18.1979999999949,9,0,0,810000,300,0.3,"IdLL9",100,1
"61","BIC_kluster",9,9,177.725999999997,9,0,0,810000,400,0.3,"IdLL9",100,1
"62","pam_kluster",9,9,112.164999999997,9,0,0,810000,400,0.3,"IdLL9",100,1
"63","cal_kluster",9,9,228.634000000007,9,0,0,810000,400,0.3,"IdLL9",100,1
"64","ap_kluster",9,9,30.2660000000051,9,0,0,810000,400,0.3,"IdLL9",100,1
"65","BIC_kluster",9,9,233.973,9,0,0,810000,500,0.3,"IdLL9",100,1
"66","pam_kluster",9,9,198.477000000004,9,0,0,810000,500,0.3,"IdLL9",100,1
"67","cal_kluster",9,9,269.122000000003,9,0,0,810000,500,0.3,"IdLL9",100,1
"68","ap_kluster",9,9,44.9579999999951,9,0,0,810000,500,0.3,"IdLL9",100,1
"69","BIC_kluster",9,9,476.226000000004,9,0,0,810000,1000,0.3,"IdLL9",100,1
"70","pam_kluster",9,9,930.551999999989,9,0,0,810000,1000,0.3,"IdLL9",100,1
"71","cal_kluster",9,9,498.893000000005,9,0,0,810000,1000,0.3,"IdLL9",100,1
"72","ap_kluster",11,11,241.670000000002,9,2,2,810000,1000,0.3,"IdLL9",100,1
