"","method","k_num","ptime","k_orig","e","n","sepVal","run","sample","sampling_iteration","simulation_iteration"
"1","BIC.best",5,6.06399999999849,5,0,1000,0.1,"oupvCgP",100,100,25
"2","pamk.best",5,4.21600000000035,5,0,1000,0.1,"oupvCgP",100,100,25
"3","calinski.best",5,3.53600000000006,5,0,1000,0.1,"oupvCgP",100,100,25
"4","apclus.best",22,5.58699999999953,5,17,1000,0.1,"oupvCgP",100,100,25
"5","BIC_kluster_mean",5,49.1231599999996,5,0,1000,0.1,"oupvCgP",100,100,25
"6","cal_kluster_mean",8,94.3327600000001,5,3,1000,0.1,"oupvCgP",100,100,25
"7","pam_kluster_mean",2,5.23935999999987,5,-3,1000,0.1,"oupvCgP",100,100,25
"8","ap_kluster_mean",6,2.29408000000025,5,1,1000,0.1,"oupvCgP",100,100,25
"9","BIC_kluster_frq",5,49.1231599999996,5,0,1000,0.1,"oupvCgP",100,100,25
"10","cal_kluster_frq",5,94.3327600000001,5,0,1000,0.1,"oupvCgP",100,100,25
"11","pam_kluster_frq",1,5.23935999999987,5,-4,1000,0.1,"oupvCgP",100,100,25
"12","ap_kluster_frq",6,2.29408000000025,5,1,1000,0.1,"oupvCgP",100,100,25
"13","BIC.best",5,6.39500000000407,5,0,1000,0.2,"lnWGNkN",100,100,25
"14","pamk.best",5,4.06100000000151,5,0,1000,0.2,"lnWGNkN",100,100,25
"15","calinski.best",5,3.00699999999779,5,0,1000,0.2,"lnWGNkN",100,100,25
"16","apclus.best",17,5.62700000000041,5,12,1000,0.2,"lnWGNkN",100,100,25
"17","BIC_kluster_mean",5,36.1398400000003,5,0,1000,0.2,"lnWGNkN",100,100,25
"18","cal_kluster_mean",6,91.3675999999992,5,1,1000,0.2,"lnWGNkN",100,100,25
"19","pam_kluster_mean",2,5.2348000000004,5,-3,1000,0.2,"lnWGNkN",100,100,25
"20","ap_kluster_mean",5,2.09304000000062,5,0,1000,0.2,"lnWGNkN",100,100,25
"21","BIC_kluster_frq",5,36.1398400000003,5,0,1000,0.2,"lnWGNkN",100,100,25
"22","cal_kluster_frq",5,91.3675999999992,5,0,1000,0.2,"lnWGNkN",100,100,25
"23","pam_kluster_frq",1,5.2348000000004,5,-4,1000,0.2,"lnWGNkN",100,100,25
"24","ap_kluster_frq",5,2.09304000000062,5,0,1000,0.2,"lnWGNkN",100,100,25
"25","BIC.best",5,5.03800000000047,5,0,1000,0.3,"ydbJLek",100,100,25
"26","pamk.best",5,3.36699999999837,5,0,1000,0.3,"ydbJLek",100,100,25
"27","calinski.best",5,2.68699999999808,5,0,1000,0.3,"ydbJLek",100,100,25
"28","apclus.best",13,3.98200000000361,5,8,1000,0.3,"ydbJLek",100,100,25
"29","BIC_kluster_mean",5,31.0211200000002,5,0,1000,0.3,"ydbJLek",100,100,25
"30","cal_kluster_mean",7,90.3593600000002,5,2,1000,0.3,"ydbJLek",100,100,25
"31","pam_kluster_mean",2,5.15976000000053,5,-3,1000,0.3,"ydbJLek",100,100,25
"32","ap_kluster_mean",5,2.0867200000002,5,0,1000,0.3,"ydbJLek",100,100,25
"33","BIC_kluster_frq",5,31.0211200000002,5,0,1000,0.3,"ydbJLek",100,100,25
"34","cal_kluster_frq",5,90.3593600000002,5,0,1000,0.3,"ydbJLek",100,100,25
